,url,domain,class
1183,pmhjbdijgxaoiqzblfqr.com,pmhjbdijgxaoiqzblfqr,dga
1184,shopholen.tk,shopholen,legit
1185,akirkpatrick.com,akirkpatrick,legit
1186,webersmokeymountaincookerreview.com,webersmokeymountaincookerreview,legit
1187,jgsmhiqpocc.com,jgsmhiqpocc,dga
1188,fuditxexali.kz,fuditxexali,dga
1189,myfilecenter.com,myfilecenter,legit
1190,thesundanceschool.com,thesundanceschool,legit
1191,track.v2.sslsecure2.com,sslsecure2,legit
1192,pnqclaedmavju.com,pnqclaedmavju,dga
1193,exorcist.go.ro,exorcist,legit
1194,iuxahvmxjujsqoygo.com,iuxahvmxjujsqoygo,dga
1195,centraldelaptops.com,centraldelaptops,legit
1196,wnwwkvni.click,wnwwkvni,dga
1197,lqocfuutlyqq.org,lqocfuutlyqq,dga
1198,jfejkzgpnoqvhetajadk.com,jfejkzgpnoqvhetajadk,dga
1199,mghjssbleagjvpqnfccr.com,mghjssbleagjvpqnfccr,dga
1200,orangeself.comyr.com,comyr,legit
1201,youjoomla.com,youjoomla,legit
1202,foeaufguehuaee.ru,foeaufguehuaee,legit
1203,ljhqarxrlhstrliluk.com,ljhqarxrlhstrliluk,dga
1204,prof.eorezo.com,eorezo,legit
1205,agence-des-druides.com,agence-des-druides,legit
1206,fastarchofamerica.com,fastarchofamerica,legit
1207,nqyvr.com,nqyvr,legit
1208,justafak.5gbfree.com,5gbfree,legit
1209,www.ativokids.info,ativokids,legit
1210,sspackaginggroup.com,sspackaginggroup,legit
1211,ac14wq14po93613he9ci2wzx2a.net,ac14wq14po93613he9ci2wzx2a,dga
1212,november.chickenkiller.com,chickenkiller,legit
1213,inbxvqkegoyapgv.com,inbxvqkegoyapgv,dga
1214,schoolofthenations.com,schoolofthenations,legit
1215,yhgdnfexcfmzo.com,yhgdnfexcfmzo,dga
1216,wassim-hacker.no-ip.biz,no-ip,legit
1217,igsoa.net,igsoa,legit
1218,cms-resto.fr,cms-resto,legit
1219,juwem-updateserver.ddns.net,ddns,legit
1220,sestat.baidu.com,baidu,legit
1221,spreadcoin.net,spreadcoin,legit
1222,her91c4szp.hopto.org,hopto,legit
1223,ynqhwkxgfjbxoaaxye.com,ynqhwkxgfjbxoaaxye,dga
1224,2ip.ru,2ip,legit
1225,stun3.l.google.com,google,legit
1226,liststitch.com,liststitch,legit
1227,bmclines.com,bmclines,legit
1228,wxopqtpafbpcvqktnmbi.com,wxopqtpafbpcvqktnmbi,dga
1229,unitedearthgroup.com,unitedearthgroup,legit
1230,mytarta.com,mytarta,legit
1231,hciojortk.org,hciojortk,legit
1232,qmiovfqxfottkhvxnbh.com,qmiovfqxfottkhvxnbh,dga
1233,labels.satelliterecords.com,satelliterecords,legit
1234,fywlalqo.pl,fywlalqo,dga
1235,www.dailypcclean.com,dailypcclean,legit
1236,notarioschiapas.com,notarioschiapas,legit
1237,apps.game.qq.com,apps.game,legit
1238,upd.adskyforever.com,adskyforever,legit
1239,crown.essaudio.pl,essaudio,legit
1240,avcctrnrxx.com,avcctrnrxx,dga
1241,pacafrica.org,pacafrica,legit
1242,staticrr.sslsecure5.com,sslsecure5,legit
1243,ajdo.net,ajdo,legit
1244,gbrmvakhbyelsl.work,gbrmvakhbyelsl,dga
1245,realtechre.com,realtechre,legit
1246,totalearthcare.com.au,totalearthcare,legit
1247,fjwnoyiry.org,fjwnoyiry,dga
1248,pmyddiicql.com,pmyddiicql,dga
1249,update.kuaibo.com,kuaibo,legit
1250,d2e24t2jgcnor2.webhostoid.com,webhostoid,legit
1251,blwpjtwifspj.com,blwpjtwifspj,dga
1252,staticrr.sslsecure4.com,sslsecure4,legit
1253,yandex.ru,yandex,legit
1254,fs0.gamenet.ru,gamenet,legit
1255,hpp-services.com,hpp-services,legit
1256,roadrunner.com,roadrunner,legit
1257,eurasia.it,eurasia,legit
1258,xsso.bolizarsospos.com,bolizarsospos,legit
1259,aciuba.com.br,aciuba,legit
1260,nni.no-ip.biz,no-ip,legit
1261,cdn.backupcdn.com,backupcdn,legit
1262,logs.newinputinfoservice.com,newinputinfoservice,legit
1263,bucelslmpwyajzlguis.com,bucelslmpwyajzlguis,dga
1264,primus.com.au,primus,legit
1265,tech300.no-ip.org,no-ip,legit
1266,counter99.com,counter99,legit
1267,nailhairspa.com,nailhairspa,legit
1268,best0user.no-ip.biz,no-ip,legit
1269,67f0375028be907cd32bd968ef6b14a0.org,67f0375028be907cd32bd968ef6b14a0,dga
1270,iudbt.com,iudbt,legit
1271,ehykiloly.pl,ehykiloly,legit
1272,staticrr.sslsecure3.com,sslsecure3,legit
1273,confiablesonline.com,confiablesonline,legit
1274,Saman70.no-ip.org,no-ip,legit
1275,ww1.ultimagno.com,ultimagno,legit
1276,bigonelectricals.co.uk,bigonelectricals,legit
1277,www.harveyouellet.com,harveyouellet,legit
1278,planetaestate.it,planetaestate,legit
1279,courtney.ca,courtney,legit
1280,pzeqaqp.org,pzeqaqp,dga
1281,ibcd.com.br,ibcd,legit
1282,moroccotesteach.no-ip.org,no-ip,legit
1283,netvietpro.com,netvietpro,legit
1284,hardmoneylenderslosangeles.com,hardmoneylenderslosangeles,legit
1285,microsoft.com,microsoft,legit
1286,ezmedi.com,ezmedi,legit
1287,frederickallergy.com,frederickallergy,legit
1288,shkjdvusfplos.com,shkjdvusfplos,dga
1289,gbsyvthrxlexr.com,gbsyvthrxlexr,dga
1290,track.csdi-media.com,csdi-media,legit
1291,www.planetaestate.it,planetaestate,legit
1292,bncycpb.nl,bncycpb,dga
1293,tranquilwer.chickenkiller.com,chickenkiller,legit
1294,lxynmytvhgyiv.com,lxynmytvhgyiv,dga
1295,calduler.com,calduler,legit
1296,nothingissecurelol.chickenkiller.com,chickenkiller,legit
1297,qywrxjospnmiefrvbmx.com,qywrxjospnmiefrvbmx,dga
1298,ebqxedirgn.info,ebqxedirgn,legit
1299,cgc-england.com,cgc-england,legit
1300,linux546.vicp.cc,vicp,legit
1301,employmentrisk.com,employmentrisk,legit
1302,lifesky2get.xyz,lifesky2get,legit
1303,skullsnail1.myftp.org,myftp,legit
1304,khcagvgdllhfjqn.com,khcagvgdllhfjqn,dga
1305,static.api.getmagno.com,getmagno,legit
1306,choice-select.com,choice-select,legit
1307,freepatentauction.com,freepatentauction,legit
1308,sun-ele.co.jp,sun-ele,legit
1309,taykon.com,taykon,legit
1310,poolsociety.com,poolsociety,legit
1311,iglesiaelrenacer.com,iglesiaelrenacer,legit
1312,drmdtgoizohjoqifl.com,drmdtgoizohjoqifl,dga
1313,calvagh.top,calvagh,legit
1314,op9.cat,op9,legit
1315,ezpqtftmtyjtuciulac.com,ezpqtftmtyjtuciulac,dga
1316,www.n}pefhgacwmguihcm`uqibcw(doo,n}pefhgacwmguihcm`uqibcw(doo,dga
1317,www.whatismyip.com,whatismyip,legit
1318,front9.omegle.com,omegle,legit
1319,blkisdz.ddns.net	,ddns,legit
1320,preload.kuaibo.com,kuaibo,legit
1321,s1003689.experthost.com,experthost,legit
1322,xulbsksm.pw,xulbsksm,dga
1323,kvmihtamuopvagdlrwzg.com,kvmihtamuopvagdlrwzg,dga
1324,asdoajodwjw.ddns.net,ddns,legit
1325,l.downloadmeteoroids.com,downloadmeteoroids,legit
1326,seriou.in.ua,seriou,legit
1327,krafthaus.com,krafthaus,legit
1328,tadanoasia.com,tadanoasia,legit
1329,furiararji.com,furiararji,legit
1330,cdn1.downloadcrest.com,downloadcrest,legit
1331,gmkgpbwlwa.pl,gmkgpbwlwa,dga
1332,virt-energi-girls.net,virt-energi-girls,legit
1333,cheeze302.no-ip.biz,no-ip,legit
1334,finikjord.at,finikjord,legit
1335,cdqxm7vkbi4374l22.m6vzido.com,m6vzido,dga
1336,earthlink.net,earthlink,legit
1337,freedom.wemineltc.com,wemineltc,legit
1338,downloads.yahoo.com,yahoo,legit
1339,ywcimnoycx.com,ywcimnoycx,dga
1340,xa.xingcloud.com,xingcloud,legit
1341,api.strangled.net,strangled,legit
1342,diamondcpu.com,diamondcpu,legit
1343,s3.amazonaws.com,amazonaws,legit
1344,sitdown.no-ip.biz,no-ip,legit
1345,dl.msmcdn.com,msmcdn,legit
1346,dreamonseniorswish.org,dreamonseniorswish,legit
1347,eboduftazce-ru.com,eboduftazce-ru,legit
1348,zj.x5mx.com,x5mx,legit
1349,absryzxeuqad.com,absryzxeuqad,dga
1350,www.amelias-decoration.nl,amelias-decoration,legit
1351,tanya11.no-ip.biz,no-ip,legit
1352,tester666.ddns.net,ddns,legit
1353,7f31480ee413b0971f2db2f7ed29fc31.org,7f31480ee413b0971f2db2f7ed29fc31,dga
1354,www.etymologie-occitane.fr,etymologie-occitane,legit
1355,tss.org,tss,legit
1356,profithyip.biz,profithyip,legit
1357,grupod.es,grupod,legit
1358,sunniebeta.hopper.pw,hopper,legit
1359,ixzcl.t15.org,t15,legit
1360,www.oceansidecpr.com,oceansidecpr,legit
1361,nwehf.su,nwehf,legit
1362,tiagoaragao.com,tiagoaragao,legit
1363,spiti.org,spiti,legit
1364,cn.msn.com,msn,legit
1365,aawwssdd2.no-ip.biz,no-ip,legit
1366,koka2014.ddns.net,ddns,legit
1367,www.adobe.com,adobe,legit
1368,www.microsoft.com,microsoft,legit
1369,mediaocean.home.pl,home,legit
1370,144.dragonparking.com,dragonparking,legit
1371,djigitnakone.com,djigitnakone,legit
1372,dominicanajoker.com,dominicanajoker,legit
1373,e-kagami.com,e-kagami,legit
1374,bekooz.zapto.org,zapto,legit
1375,wireshark-download.sytes.net,sytes,legit
1376,atr-technologies.com,atr-technologies,legit
1377,ojvkcspomuikonah.com,ojvkcspomuikonah,dga
1378,tuiuchbiwxpvwftigs.com,tuiuchbiwxpvwftigs,dga
1379,feelhomely.com,feelhomely,legit
1380,lcydsrolcfvf.com,lcydsrolcfvf,dga
1381,e-shuukyaku.com,e-shuukyaku,legit
1382,graintrain.coop,graintrain,legit
1383,v8tgo4skyx.site,v8tgo4skyx,dga
1384,vwws7yap5w.site,vwws7yap5w,dga
1385,lnbujhpltayrjh.com,lnbujhpltayrjh,dga
1386,staticrr.sslsecure2.com,sslsecure2,legit
1387,lcydsrolcfvf.ru,lcydsrolcfvf,dga
1388,rcfpeirmeilyj.xyz,rcfpeirmeilyj,legit
1389,faviles.com,faviles,legit
1390,phototype.com,phototype,legit
1391,odzzlkkl.com,odzzlkkl,dga
1392,kowvfrrssstg.biz,kowvfrrssstg,dga
1393,zippololo.no-ip.biz,no-ip,legit
1394,onihed.on.ohost.de,ohost,legit
1395,magnum69.ddns.net,ddns,legit
1396,re-wakefield.co.uk,re-wakefield,legit
1397,giommi.pytalhost.at,pytalhost,legit
1398,fidkjesxq.com,fidkjesxq,dga
1399,ucxnbdwwrw.org,ucxnbdwwrw,dga
1400,bigtopmultimedia.net,bigtopmultimedia,legit
1401,rqcdbosplyrrqj.ru,rqcdbosplyrrqj,dga
1402,ngnetworld.com,ngnetworld,legit
1403,www.mafrasistemas.com.br,mafrasistemas,legit
1404,www.prez.su,prez,legit
1405,bolizarsospos.com,bolizarsospos,legit
1406,d4drmedia.com,d4drmedia,legit
1407,dbcomponents.com,dbcomponents,legit
1408,fathom85.duckdns.org,duckdns,legit
1409,timeturkey.com,timeturkey,legit
1410,finedomainstgp.us,finedomainstgp,legit
1411,fraser-high.school.nz,fraser-high,legit
1412,windowshomesetup.no-ip.biz,no-ip,legit
1413,fotografie-slubne.org,fotografie-slubne,legit
1414,uxpmbnknkinjmy.yt,uxpmbnknkinjmy,dga
1415,tele-brands.com,tele-brands,legit
1416,ttxhqqdhwccx.com,ttxhqqdhwccx,dga
1417,sites.google.com,google,legit
1418,s1.bdstatic.com,bdstatic,legit
1419,www.plus.ba,plus,legit
1420,a4.ec-images.myspacecdn.com,myspacecdn,legit
1421,luisamonleon.com,luisamonleon,legit
1422,psycho1337.no-ip.biz,no-ip,legit
1423,smtp.live.com,live,legit
1424,www.bing.com,bing,legit
1425,theautospas.com,theautospas,legit
1426,fares.duckdns.org,duckdns,legit
1427,hortonnovak.com,hortonnovak,legit
1428,lagrimas.tuars.com,tuars,legit
1429,gnpnoxxccddaart.pw,gnpnoxxccddaart,legit
1430,genie.co.uk,genie,legit
1431,vjuxtixi.com,vjuxtixi,dga
1432,gekkemok.chickenkiller.com,chickenkiller,legit
1433,vepfx.ru,vepfx,legit
1434,argansat.no-ip.biz,no-ip,legit
1435,ltbatukas.no-ip.biz,no-ip,legit
1436,ajfdmjbywzibf.com,ajfdmjbywzibf,dga
1437,ovogamemaster.hospedagemdesites.ws,hospedagemdesites,legit
1438,lkasukqlhhffimy.com,lkasukqlhhffimy,dga
1439,d9974672s-727804401.eu-west-1.elb.amazonaws.com,amazonaws,legit
1440,www.bocr.cz,bocr,legit
1441,kurecci.or.jp,kurecci,legit
1442,17633333.3322.org,3322,legit
1443,westsidechurch.org,westsidechurch,legit
1444,gybdr.biz,gybdr,legit
1445,perceptioncollective.org,perceptioncollective,legit
1446,oktedentaries.com,oktedentaries,legit
1447,stylegroup.kr,stylegroup,legit
1448,songman.no-ip.biz,no-ip,legit
1449,upijkzzgohsviiufgwj.com,upijkzzgohsviiufgwj,dga
1450,r2.reportbox3.info,reportbox3,legit
1451,ec2-107-22-250-134.compute-1.amazonaws.com,amazonaws,legit
1452,andreigall.ro,andreigall,legit
1453,blackshades.ru,blackshades,legit
1454,mastertest.no-ip.org,no-ip,legit
1455,valencie.crabdance.com,crabdance,legit
1456,xsso.audience-web.net,audience-web,legit
1457,lfehajeex.com,lfehajeex,legit
1458,1392298497.shotwhis.com,shotwhis,legit
1459,xaftdwovbbtvt.com,xaftdwovbbtvt,dga
1460,umyniloqa.de,umyniloqa,dga
1461,www.gerenciadordesistemas.com.br,gerenciadordesistemas,legit
1462,momonophoto.com,momonophoto,legit
1463,www.duvarkapla.com,duvarkapla,legit
1464,izaubgigwfl.com,izaubgigwfl,dga
1465,service.ezsoftwareupdater.com,ezsoftwareupdater,legit
1466,hachahaliiphone4.fr,hachahaliiphone4,legit
1467,xvirtu.dynamic-dns.net,dynamic-dns,legit
1468,bitcoin.org,bitcoin,legit
1469,pqova.ru,pqova,legit
1470,wizztraficsource-web.wizzlabs.com,wizzlabs,legit
1471,bi.secure-download.net,secure-download,legit
1472,envoiladesparolesviriles.fr,envoiladesparolesviriles,legit
1473,stay460x.ddns.net,ddns,legit
1474,Omegle.chickenkiller.com,chickenkiller,legit
1475,1kwvwes2zq2hy.main2woo.su,main2woo,legit
1476,hp600.spdns.eu,spdns,legit
1477,conicemp.com,conicemp,legit
1478,insidious.pw,insidious,legit
1479,ktlwxakbho.com,ktlwxakbho,dga
1480,dtujjokled.su,dtujjokled,dga
1481,abuusman.com,abuusman,legit
1482,cedysis.su,cedysis,legit
1483,xmejpvjpvdozgnzmh.com,xmejpvjpvdozgnzmh,dga
1484,karwan123.no-ip.biz,no-ip,legit
1485,qlqssbpdfbad.pw,qlqssbpdfbad,dga
1486,naijagurus.com,naijagurus,legit
1487,siancodkeys.pw,siancodkeys,legit
1488,marcusgrimes.co.uk,marcusgrimes,legit
1489,bbillmghox.asg3pc.net,asg3pc,legit
1490,rowpat-wit.ru,rowpat-wit,legit
1491,cath4choice.org,cath4choice,legit
1492,jngvxojducxeronwmwh.com,jngvxojducxeronwmwh,dga
1493,z77i8m61d4.site,z77i8m61d4,dga
1494,rp.softportalcdn.com,softportalcdn,legit
1495,www.asem.it,asem,legit
1496,esmat.no-ip.biz,no-ip,legit
1497,edupoint.co.in,edupoint,legit
1498,pqgjtqais.com,pqgjtqais,dga
1499,mtsvp.com,mtsvp,legit
1500,graysonacademy.com,graysonacademy,legit
1501,studiosundaytv.com,studiosundaytv,legit
1502,macrogestion.com,macrogestion,legit
1503,cdn.bubbledock.com,bubbledock,legit
1504,nutqauytva2azxd.com,nutqauytva2azxd,dga
1505,ogparm.no-ip.org,no-ip,legit
1506,when-to-change-oil.com,when-to-change-oil,legit
1507,tom2013.no-ip.org,no-ip,legit
1508,cukshhx.org,cukshhx,dga
1509,slowpockas.net,slowpockas,legit
1510,komfortkonnections.com,komfortkonnections,legit
1511,d2imjp01y2qig5.cloudfront.net,cloudfront,legit
1512,suggestion.baidu.com,baidu,legit
1513,zpqwczqatnmmb.com,zpqwczqatnmmb,dga
1514,gcjzieidyw.com,gcjzieidyw,dga
1515,k22233.meibu.net,meibu,legit
1516,demikfsfquwtj.com,demikfsfquwtj,dga
1517,d24u51ac8ybaqu.cloudfront.net,cloudfront,legit
1518,pobiputlrmgl.org,pobiputlrmgl,dga
1519,comingfailure.biz,comingfailure,legit
1520,z268552.bnfobox.ru,bnfobox,legit
1521,rmaayjxnuf.com,rmaayjxnuf,dga
1522,colegioceus.com.br,colegioceus,legit
1523,malone2000.no-ip.org,no-ip,legit
1524,mine.pool-x.eu,pool-x,legit
1525,vwbszipqtzowetr.com,vwbszipqtzowetr,dga
1526,cmi.ironbeast.io,ironbeast,legit
1527,egao.net,egao,legit
1528,pwurhanu.su,pwurhanu,legit
1529,kgjrsbe.de,kgjrsbe,dga
1530,mcmvkepyzgyycezgkkgx.com,mcmvkepyzgyycezgkkgx,dga
1531,addlestonehouse.com.au,addlestonehouse,legit
1532,developer.java.sun.com,sun,legit
1533,icanhazip.com,icanhazip,legit
1534,radian-solutions.com,radian-solutions,legit
1535,wowsfhnnvlwhlotryvh.com,wowsfhnnvlwhlotryvh,dga
1536,wmzmlkd.net,wmzmlkd,dga
1537,casoersrzd.site,casoersrzd,legit
1538,vpsag.ru,vpsag,legit
1539,ygshlzxghxy.com,ygshlzxghxy,dga
1540,hakcmj.pm,hakcmj,legit
1541,applicationmyweb.info,applicationmyweb,legit
1542,fcnjgeiicc.com,fcnjgeiicc,dga
1543,kuukaarr03.com,kuukaarr03,legit
1544,hopkinsville.net,hopkinsville,legit
1545,dl.gencloudex.com,gencloudex,legit
1546,geoloc.clara-labs.com,clara-labs,legit
1547,dl.inputgenserv.com,inputgenserv,legit
1548,eiiveuuptweirgz.com,eiiveuuptweirgz,legit
1549,anonymizercom.com,anonymizercom,legit
1550,jemoeder.chickenkiller.com,chickenkiller,legit
1551,nextgenintel.ru,nextgenintel,legit
1552,forums.nexopia.com,nexopia,legit
1553,ghrlng.com,ghrlng,legit
1554,zjwceimakuvaieqxzdi.com,zjwceimakuvaieqxzdi,dga
1555,qtermfciofx.com,qtermfciofx,dga
1556,crl.thawte.com,thawte,legit
1557,vlbqryjd.com,vlbqryjd,dga
1558,moulineamita.mo.ohost.de,ohost,legit
1559,x3po.awardspace.com,awardspace,legit
1560,www.fruchtmanlegal.com,fruchtmanlegal,legit
1561,am.localstormwatch00.localstormwatch.com,localstormwatch,legit
1562,www.use.com,use,legit
1563,kelownatownhomes.com,kelownatownhomes,legit
1564,mtazqxulpw.at,mtazqxulpw,dga
1565,nigersareshit.ddns.net,ddns,legit
1566,mqtergktjbykyxu.pw,mqtergktjbykyxu,dga
1567,macgregor.co.kr,macgregor,legit
1568,gp.symcb.com,symcb,legit
1569,insercomgas.com,insercomgas,legit
1570,zfvrg.ru,zfvrg,legit
1571,rtsne.biz,rtsne,legit
1572,ipinfo.io,ipinfo,legit
1573,rtlwqvhwuisfnery.com,rtlwqvhwuisfnery,dga
1574,duvarikapla.com,duvarikapla,legit
1575,camwzffgqhckviufup.com,camwzffgqhckviufup,dga
1576,how-hayonwye.com,how-hayonwye,legit
1577,hifuken.com,hifuken,legit
1578,hanoon.no-ip.org,no-ip,legit
1579,ns7.torinom5.co.uk,torinom5,legit
1580,pobiputlrmgl.biz,pobiputlrmgl,dga
1581,www.daum.net,daum,legit
1582,vnfra.com,vnfra,legit
1583,solutionnetuk.info,solutionnetuk,legit
1584,sportsstoreonline.in,sportsstoreonline,legit
1585,izohasudy.de,izohasudy,legit
1586,fonts.googleapis.com,googleapis,legit
1587,windowsupdate.microsoft.com,microsoft,legit
1588,exgkvydbtmsmteo.pw,exgkvydbtmsmteo,dga
1589,vanguardpkg.com,vanguardpkg,legit
1590,romaust.ro,romaust,legit
1591,dkdypebtegibvth.su,dkdypebtegibvth,legit
1592,71kpmgn993h0.oogagh.su,oogagh,legit
1593,magazinehf.chickenkiller.com,chickenkiller,legit
1594,marutistore.com,marutistore,legit
1595,p2h.in,p2h,legit
1596,wwzgpkrn.net,wwzgpkrn,dga
1597,clarionnewdelhi.com,clarionnewdelhi,legit
1598,schiedel.it,schiedel,legit
1599,www.sztartufi.com,sztartufi,legit
1600,alpmmfasm.pl,alpmmfasm,legit
1601,trafficsquared.us,trafficsquared,legit
1602,koloboyz.com,koloboyz,legit
1603,guaempresas.com,guaempresas,legit
1604,bi.downthat.com,downthat,legit
1605,5d7d3e7839dafb80f5feef1f5add98d0.org,5d7d3e7839dafb80f5feef1f5add98d0,dga
1606,test0303.chickenkiller.com,chickenkiller,legit
1607,www.sexyxxx.com,sexyxxx,legit
1608,www.ntdlzone.com,ntdlzone,legit
1609,xrot.ru,xrot,legit
1610,eqccbcwqebbqjkmt.info,eqccbcwqebbqjkmt,dga
1611,moguchii.com,moguchii,legit
1612,coop.nl,coop,legit
1613,ijmxyarlsoejpirxghw.com,ijmxyarlsoejpirxghw,dga
1614,fgazeeufueea.ru,fgazeeufueea,legit
1615,itbvr.net,itbvr,legit
1616,www.tcrwharen.homepage.t-online.de,t-online,legit
1617,etgqalwlac.at,etgqalwlac,legit
1618,www.livecleaner.co.kr,livecleaner,legit
1619,aowxkbjxl.pw,aowxkbjxl,dga
1620,www.linkeyproject.com,linkeyproject,legit
1621,whatwillber.com,whatwillber,legit
1622,lcqivpov.com,lcqivpov,dga
1623,ftxtknedryvgywsmchm.com,ftxtknedryvgywsmchm,dga
1624,njjjhlpmlhm.com,njjjhlpmlhm,dga
1625,abdulmk012.ddns.net,ddns,legit
1626,reservkamp.net,reservkamp,legit
1627,www.patentauction.com,patentauction,legit
1628,givemefilesnow.info,givemefilesnow,legit
1629,api.downchecker.com,downchecker,legit
1630,colorcopysite.com,colorcopysite,legit
1631,pcrat.uk2.kr,uk2,legit
1632,pexufhti.com,pexufhti,dga
1633,cn.dragonparking.com,dragonparking,legit
1634,glurejnjtdbj.com,glurejnjtdbj,dga
1635,znpszzwstgzzyk.com,znpszzwstgzzyk,dga
1636,drcordoba.com,drcordoba,legit
1637,pihxsxitdfzpvpgeusf.com,pihxsxitdfzpvpgeusf,dga
1638,js.newgenonlinesrv.com,newgenonlinesrv,legit
1639,newdirex.com,newdirex,legit
1640,huzwubeola.kz,huzwubeola,dga
1641,crl.verisign.com,verisign,legit
1642,data.dmccint.com,dmccint,legit
1643,mastergrp-spb.ru,mastergrp-spb,legit
1644,go.microsoft.com,microsoft,legit
1645,anggun.my.id,anggun,legit
1646,merceorti.com,merceorti,legit
1647,maskaradshowdominicana.com,maskaradshowdominicana,legit
1648,uwatm1.duckdns.org,duckdns,legit
1649,awmgzihwmzjsfiktre.com,awmgzihwmzjsfiktre,dga
1650,installdrivergold.info,installdrivergold,legit
1651,nbkmxghuwr.pw,nbkmxghuwr,dga
1652,developme2.com,developme2,legit
1653,malagacorp.com,malagacorp,legit
1654,biz-ventures.net,biz-ventures,legit
1655,stun.sipgate.net,sipgate,legit
1656,vysvtgjdkdwyk.us,vysvtgjdkdwyk,dga
1657,5.esmbm.info,esmbm,legit
1658,rep.shopper-pro.com,shopper-pro,legit
1659,mojacar-vacaciones.com,mojacar-vacaciones,legit
1660,ellays.com,ellays,legit
1661,mynet.com,mynet,legit
1662,uovexhfvuaiyjnoqp.com,uovexhfvuaiyjnoqp,dga
1663,get.adobe.com,adobe,legit
1664,ervqveknzq.com,ervqveknzq,dga
1665,usciwjwi.org,usciwjwi,dga
1666,dxkirxfzwhnnah.com,dxkirxfzwhnnah,dga
1667,www.fuledotam.fr,fuledotam,legit
1668,cool.londonstresser.uk,londonstresser,legit
1669,screaminpeach.com,screaminpeach,legit
1670,stun.ekiga.net,ekiga,legit
1671,mm.moh200.linkpc.net,linkpc,legit
1672,packagebuildingbaffle.net,packagebuildingbaffle,legit
1673,crl3.digicert.com,digicert,legit
1674,download.cdn.mozilla.net,mozilla,legit
1675,evbjhfhddsqejovzfjx.com,evbjhfhddsqejovzfjx,dga
1676,mail.plasmarat.pw,plasmarat,legit
1677,ikhebeendikkepenis.no-ip.org,no-ip,legit
1678,bluefile.biz,bluefile,legit
1679,ads.regiedepub.com,regiedepub,legit
1680,www.smsfuzz.com,smsfuzz,legit
1681,stun.voip.aebc.com,aebc,legit
1682,rpaxjuzqtbzjbgarklou.com,rpaxjuzqtbzjbgarklou,dga
1683,download.softbian.com,softbian,legit
1684,moviesfromtubetgp.in,moviesfromtubetgp,legit
1685,data.infopackinst.com,infopackinst,legit
1686,emrlogistics.com,emrlogistics,legit
1687,api.kkmagno.com,kkmagno,legit
1688,exdrop.su,exdrop,legit
1689,pssnuvi.biz,pssnuvi,legit
1690,vitalur.by,vitalur,legit
1691,synthetic5w30.com,synthetic5w30,legit
1692,area72aa.org,area72aa,legit
1693,wir-wollen-flirten.de,wir-wollen-flirten,legit
1694,nfreewillpresi.space,nfreewillpresi,legit
1695,wdoaefaeodegfe.ru,wdoaefaeodegfe,legit
1696,www.xyz25.com,xyz25,legit
1697,m.3366.com,3366,legit
1698,blackplanet.com,blackplanet,legit
1699,bjjluxeaug.xyz,bjjluxeaug,dga
1700,ww29.api.bmagno.com,bmagno,legit
1701,legnagoferr.it,legnagoferr,legit
1702,homevisitor.co.uk,homevisitor,legit
1703,mqiuejlapdomeaod.ddns.net,ddns,legit
1704,clients.no-ip.org,no-ip,legit
1705,padstow.com,padstow,legit
1706,statis.kuaibo.com,kuaibo,legit
1707,americamoveis.com.br,americamoveis,legit
1708,unitag.net,unitag,legit
1709,errors.netcloudx.com,netcloudx,legit
1710,chvbmbtbjfnphdpr.pw,chvbmbtbjfnphdpr,dga
1711,www.darty.com,darty,legit
1712,santeol.su,santeol,legit
1713,nikdim98.zapto.org,zapto,legit
1714,cdn2.leadingdownload.com,leadingdownload,legit
1715,level-user.xyz,level-user,legit
1716,pqtboywsxhkmnqkia.com,pqtboywsxhkmnqkia,dga
1717,violadagamba.com,violadagamba,legit
1718,teekd.fr,teekd,legit
1719,frankcremascocabinets.com,frankcremascocabinets,legit
1720,upsilon89.com,upsilon89,legit
1721,prowebbers.no-ip.org,no-ip,legit
1722,xbrsttwgaomaxapjpa.com,xbrsttwgaomaxapjpa,dga
1723,vfhmtfoslo.com,vfhmtfoslo,dga
1724,shipeliteexpress.com,shipeliteexpress,legit
1725,os.softportalcdn.com,softportalcdn,legit
1726,ns1.androha.com,androha,legit
1727,zbtgaqubvmmvvcx.com,zbtgaqubvmmvvcx,dga
1728,tavdi.com,tavdi,legit
1729,update.newgenonlinesrv.com,newgenonlinesrv,legit
1730,goosale.zapto.org,zapto,legit
1731,debtrescueusa.com,debtrescueusa,legit
1732,c.msn.com,msn,legit
1733,indoorea.com,indoorea,legit
1734,yveggbus.work,yveggbus,legit
1735,jejrw.su,jejrw,legit
1736,tools.google.com,google,legit
1737,9.esmbm.info,esmbm,legit
1738,vepeautehoxqvjbwaoyk.com,vepeautehoxqvjbwaoyk,dga
1739,military.com,military,legit
1740,www.dbcomponents.com,dbcomponents,legit
1741,static.api.magnodownload.com,magnodownload,legit
1742,trustfirmin.mobi,trustfirmin,legit
1743,oamcycqfv.com,oamcycqfv,dga
1744,hocowellandwise.org,hocowellandwise,legit
1745,saios.net,saios,legit
1746,raquettissima.ch,raquettissima,legit
1747,displayssl.deeal.net,deeal,legit
1748,jqqom.ru,jqqom,legit
1749,sayglobaltravel.com,sayglobaltravel,legit
1750,xujrv.su,xujrv,legit
1751,aszq.no-ip.biz,no-ip,legit
1752,mastechn.com,mastechn,legit
