,url,domain,class
6586,glurejnjtdbj.com,glurejnjtdbj,dga
6587,znpszzwstgzzyk.com,znpszzwstgzzyk,dga
6588,ndyeksl98.in,ndyeksl98,dga
6589,001507e0050a.lantzel.com,lantzel,legit
6590,vyrogoxofem.com,vyrogoxofem,dga
6591,012webpages.com,012webpages,legit
6592,www.piuminiletto.it,piuminiletto,legit
6593,lbslydygo.com,lbslydygo,dga
6594,kalteng.net,kalteng,legit
6595,srv5050.co,srv5050,dga
6596,tenuregrammarchecking.co.in,tenuregrammarchecking,legit
6597,roxodepyg.com,roxodepyg,legit
6598,netymyzevibe.com,netymyzevibe,legit
6599,rolex30.serverthuis.nl,serverthuis,legit
6600,install.dizzyding.info,dizzyding,legit
6601,mastergrp-spb.ru,mastergrp-spb,legit
6602,efdb.su,efdb,legit
6603,how-hayonwye.com,how-hayonwye,legit
6604,4voy2001remote.no-ip.biz,no-ip,legit
6605,peace.vijproject.com,vijproject,legit
6606,hvjunwdwyoypxkk.com,hvjunwdwyoypxkk,dga
6607,hfrat.no-ip.biz,no-ip,legit
6608,psfk.com,psfk,legit
6609,vuqrnrk.co.cc,vuqrnrk,dga
6610,c0re.su,c0re,legit
6611,fearrusty.no-ip.info,no-ip,legit
6612,personalhealthcaresolutions.net,personalhealthcaresolutions,legit
6613,routeframe.in,routeframe,legit
6614,j9h.no-ip.info,no-ip,legit
6615,jupdate.ddns.net,ddns,legit
6616,spexserv10.in,spexserv10,legit
6617,r2.loversion.com,loversion,legit
6618,fxeebotqyofx.com,fxeebotqyofx,legit
6619,smithlyrat.no-ip.biz,no-ip,legit
6620,jrihealth.org,jrihealth,legit
6621,1cyber-dos.no-ip.org,no-ip,legit
6622,duckkeyit.start.tl,start,legit
6623,wdgathbwng.com,wdgathbwng,dga
6624,www.optonline.com,optonline,legit
6625,download.cdn.ilivid.com,ilivid,legit
6626,zeizchcrzo.biz,zeizchcrzo,legit
6627,eboduftazce-ru.com,eboduftazce-ru,legit
6628,markgen.in,markgen,legit
6629,sharky1590.no-ip.biz,no-ip,legit
6630,norakuroya.com,norakuroya,legit
6631,dijyjofubyt.com,dijyjofubyt,dga
6632,fequxukovo.com,fequxukovo,dga
6633,embietjhaerwewetr.info,embietjhaerwewetr,legit
6634,img.pa-bandung.go.id,pa-bandung,legit
6635,zbtgaqubvmmvvcx.com,zbtgaqubvmmvvcx,dga
6636,126hy7b.cdn24.filesoneetc.com,filesoneetc,legit
6637,metaxserv15.in,metaxserv15,legit
6638,fiqshfnd.co.cc,fiqshfnd,dga
6639,mxalvagxogrijm.com,mxalvagxogrijm,dga
6640,moqhugcafxeo.kz,moqhugcafxeo,dga
6641,ns1.boxonline1.net,boxonline1,legit
6642,advjpbbhiwoccqa.com,advjpbbhiwoccqa,dga
6643,zqpgjgmfstkjk.com,zqpgjgmfstkjk,dga
6644,wumolidejypo.com,wumolidejypo,legit
6645,winresolve.co.cc,winresolve,legit
6646,ftp.intervene.com.br,intervene,legit
6647,request.analytics-system.com,analytics-system,legit
6648,082707e0040a.innolounge.net,innolounge,legit
6649,ettjnsifyzb.net,ettjnsifyzb,dga
6650,bluefile.biz,bluefile,legit
6651,hbjogwvpfalpzylb.com,hbjogwvpfalpzylb,dga
6652,hddforpda.com,hddforpda,legit
6653,janrhaqijwcobdqzn.com,janrhaqijwcobdqzn,dga
6654,rnvuerniorvmproemirvnioerv.info,rnvuerniorvmproemirvnioerv,legit
6655,fytypoqywu.com,fytypoqywu,dga
6656,aqagobyso.com,aqagobyso,legit
6657,amos.zapto.org,zapto,legit
6658,freetraffcounter.com,freetraffcounter,legit
6659,kgormuwnvn.com,kgormuwnvn,dga
6660,jrlern.ru,jrlern,legit
6661,findtheory.org,findtheory,legit
6662,nyydknrlq.com,nyydknrlq,dga
6663,shop.pozitiv.ks.ua,pozitiv,legit
6664,pezugejomimoz.com,pezugejomimoz,legit
6665,4ever-hosting.de,4ever-hosting,legit
6666,sskex301.us,sskex301,legit
6667,bosox3.no-ip.biz,no-ip,legit
6668,fullset.info,fullset,legit
6669,coafhc.net,coafhc,legit
6670,sojoiuh.info,sojoiuh,dga
6671,comethedar.zapto.org,zapto,legit
6672,ekymoboqe.pl,ekymoboqe,legit
6673,fsbps.ru,fsbps,legit
6674,cs-g2-crl.thawte.com,thawte,legit
6675,xyttylxriaj.com,xyttylxriaj,dga
6676,sosefekesylafy.com,sosefekesylafy,legit
6677,yourjobsdone.com,yourjobsdone,legit
6678,ginbkjuweobmwp.com,ginbkjuweobmwp,dga
6679,fitgolf.com,fitgolf,legit
6680,nuwevaki.00000web.info,00000web,legit
6681,deadfella.la,deadfella,legit
6682,ygdhcosmyii.com,ygdhcosmyii,dga
6683,deloitte.com,deloitte,legit
6684,fbithtavcvcfyvbmpsh.com,fbithtavcvcfyvbmpsh,dga
6685,clickneworleans.org,clickneworleans,legit
6686,ads.whoarethisstrangeguy.com,whoarethisstrangeguy,legit
6687,impirojqgxxow.com,impirojqgxxow,dga
6688,fruitch.com,fruitch,legit
6689,uifnwigbjkyfr.com,uifnwigbjkyfr,dga
6690,clients.no-ip.org,no-ip,legit
6691,clufudjixpqmyspofp.com,clufudjixpqmyspofp,dga
6692,xbrsttwgaomaxapjpa.com,xbrsttwgaomaxapjpa,dga
6693,freedownload3.com,freedownload3,legit
6694,unitag.net,unitag,legit
6695,pollypaw.com,pollypaw,legit
6696,combigoes.com,combigoes,legit
6697,izpbmeamftchjfdbmrwmgqjlz.org,izpbmeamftchjfdbmrwmgqjlz,dga
6698,xatrix.net,xatrix,legit
6699,www.darty.com,darty,legit
6700,onlineeffect.co.cc,onlineeffect,legit
6701,tovczuhofs.tv,tovczuhofs,dga
6702,timxvf.ru,timxvf,legit
6703,api.amazingtab.com,amazingtab,legit
6704,rice-owl.no-ip.org,no-ip,legit
6705,ikenjij.no-ip.org,no-ip,legit
6706,sarysyfagol.com,sarysyfagol,dga
6707,eu-stratum.btcguild.com,btcguild,legit
6708,th1sis.l1k3aK3y.org,l1k3aK3y,dga
6709,minorarticles.com,minorarticles,legit
6710,upsilon89.com,upsilon89,legit
6711,sciceb.be,sciceb,legit
6712,sandiegoinsider.com,sandiegoinsider,legit
6713,1mnwo0n91d97of4dfhe1mdgh0.com,1mnwo0n91d97of4dfhe1mdgh0,dga
6714,lidcombeau.com,lidcombeau,legit
6715,albuscapital.info,albuscapital,legit
6716,padstow.com,padstow,legit
6717,rxqptadfied.com,rxqptadfied,legit
6718,1462487127.net-testhdd.us,net-testhdd,legit
6719,some-system.cc,some-system,legit
6720,2reguo.no-ip.biz,no-ip,legit
6721,mtsu.edu,mtsu,legit
6722,dutyziriryvi.com,dutyziriryvi,dga
6723,fd8h787ohbo8c8ff.com,fd8h787ohbo8c8ff,dga
6724,michaelswinecellar.com,michaelswinecellar,legit
6725,enqiixwybo.info,enqiixwybo,dga
6726,6n8owns.no-ip.biz,no-ip,legit
6727,MazoModsFreedns.crabdance.com,crabdance,legit
6728,bulkkey.co.cc,bulkkey,legit
6729,debtrescueusa.com,debtrescueusa,legit
6730,aacoast.com,aacoast,legit
6731,download.moozymusic.com,moozymusic,legit
6732,fatihkaya.com.tr,fatihkaya,legit
6733,business-edge.com,business-edge,legit
6734,wxfwuqpttwo.com,wxfwuqpttwo,dga
6735,beyondbeautybykesha.net,beyondbeautybykesha,legit
6736,tools.google.com,google,legit
6737,orypugbxxyv.ce.ms,orypugbxxyv,dga
6738,www.sms-gmbh.biz,sms-gmbh,legit
6739,nmpg.hdmediastore.com,hdmediastore,legit
6740,vepeautehoxqvjbwaoyk.com,vepeautehoxqvjbwaoyk,dga
6741,bubenlor.com,bubenlor,legit
6742,rzcomjlw.cz.cc,rzcomjlw,dga
6743,SIFY.COM,SIFY,legit
6744,leadermove.co.cc,leadermove,legit
6745,jwjfy.dnepr.com,dnepr,legit
6746,oamcycqfv.com,oamcycqfv,dga
6747,khabach.no-ip.biz,no-ip,legit
6748,img.exent.com,exent,legit
6749,jqqom.ru,jqqom,legit
6750,update.newonlinedemoserv.com,newonlinedemoserv,legit
6751,freeavailabledomains.com,freeavailabledomains,legit
6752,0079a88.netsolhost.com,netsolhost,legit
6753,gfsg.cz.cc,gfsg,legit
6754,fvdmkrajajn.info,fvdmkrajajn,dga
6755,aszq.no-ip.biz,no-ip,legit
6756,kitadol.com,kitadol,legit
6757,5mcafeeupgrade.zapto.org,zapto,legit
6758,qun.51.com,qun,legit
6759,set.glozip.com,glozip,legit
6760,0j9.ru,0j9,legit
6761,goodregy.cz.cc,goodregy,legit
6762,cpro.baidu.com,baidu,legit
6763,i.devbug.su,devbug,legit
6764,mailin-01.mx.aol.com,aol,legit
6765,softreaction.co.cc,softreaction,legit
6766,ziuabarbatului.ro,ziuabarbatului,legit
6767,fastblogportal.com,fastblogportal,legit
6768,cleanuser.co.kr,cleanuser,legit
6769,www.ip138.com,ip138,legit
6770,sdlc-esd.oracle.com,oracle,legit
6771,bipblocker.com,bipblocker,legit
6772,vydusajere.com,vydusajere,legit
6773,www.sponso.co,sponso,legit
6774,kysimvrm.co.cc,kysimvrm,dga
6775,rolex35.serverthuis.nl,serverthuis,legit
6776,chanchin.biz,chanchin,legit
6777,vezegavor.com,vezegavor,legit
6778,hgdfhd.coom.in,coom,legit
6779,bebecebyt.com,bebecebyt,legit
6780,kowvfrrssstg.ru,kowvfrrssstg,dga
6781,caramail.com,caramail,legit
6782,ns2.theimageparlour.net,theimageparlour,legit
6783,quitrmargin.com,quitrmargin,legit
6784,action.logger.baofeng.com,baofeng,legit
6785,raed4422.no-ip.biz,no-ip,legit
6786,ugnwoqbboofsbhqgqp.ru,ugnwoqbboofsbhqgqp,dga
6787,bellsouth.com,bellsouth,legit
6788,indeedlinkme.com,indeedlinkme,legit
6789,celisesuho.com,celisesuho,legit
6790,ads.filoutoutout.com,filoutoutout,legit
6791,camcomcam.com,camcomcam,legit
6792,1pred4torxx.no-ip.org,no-ip,legit
6793,injersey.com,injersey,legit
6794,nzpzvq.in,nzpzvq,legit
6795,kambosha.no-ip.biz,no-ip,legit
6796,sil3nthack3r.no-ip.biz,no-ip,legit
6797,fullconsulting.co.cc,fullconsulting,legit
6798,xzfqmrfmyuaxs.com,xzfqmrfmyuaxs,dga
6799,fixbop.org,fixbop,legit
6800,bilsowoqrolo.kz,bilsowoqrolo,legit
6801,planttel.net,planttel,legit
6802,nau.edu,nau,legit
6803,olivierduhec.com,olivierduhec,legit
6804,braqo.no-ip.biz,no-ip,legit
6805,searchjewel.org,searchjewel,legit
6806,pixemia.com,pixemia,legit
6807,tudzzir.co.cc,tudzzir,legit
6808,ramirada.com,ramirada,legit
6809,vivacollector.co.cc,vivacollector,legit
6810,accounts.comodo.od.ua,comodo,legit
6811,bigbeerclubonline.com,bigbeerclubonline,legit
6812,com-sit.com,com-sit,legit
6813,vmw.com,vmw,legit
6814,zeelandnet.nl,zeelandnet,legit
6815,keretuj.info,keretuj,legit
6816,ivtymaxod.com,ivtymaxod,dga
6817,searchbigger.org,searchbigger,legit
6818,hostmorning.no-ip.biz,no-ip,legit
6819,google.ch,google,legit
6820,youngmutton.mynetav.org,mynetav,legit
6821,google.ca,google,legit
6822,findtank.org,findtank,legit
6823,google.cc,google,legit
6824,karatepartyhq.com,karatepartyhq,legit
6825,williamsllc.cx.cc,williamsllc,legit
6826,www.mozilla.org,mozilla,legit
6827,kaka-kaka.no-ip.piz,piz,legit
6828,voila.fr,voila,legit
6829,www.1860tour.com,1860tour,legit
6830,sdsrrg.fileave.com,fileave,legit
6831,cwfktodbrv.com,cwfktodbrv,dga
6832,www.kadirzerey.com,kadirzerey,legit
6833,harryblinks.biz,harryblinks,legit
6834,owsxylebhmuzver.com,owsxylebhmuzver,dga
6835,crazyman131.zapto.org,zapto,legit
6836,register.freenom.com,freenom,legit
6837,jlnly.ru,jlnly,legit
6838,llullzza.com,llullzza,legit
6839,ocsbwimnlx.com,ocsbwimnlx,dga
6840,32h9zc.nmbc.cc,nmbc,legit
6841,mspselling.com,mspselling,legit
6842,aonefriends.com,aonefriends,legit
6843,wikia.com,wikia,legit
6844,farewakinutub.com,farewakinutub,legit
6845,wokykevob.com,wokykevob,dga
6846,dygsq.com,dygsq,legit
6847,1463516220.net-testhdd.us,net-testhdd,legit
6848,bitrix.info,bitrix,legit
6849,bopornapa.fileave.com,fileave,legit
6850,ns1.boxonline1.com,boxonline1,legit
6851,ultrabeep.co.cc,ultrabeep,legit
6852,d.agkn.com,agkn,legit
6853,api.magnodownload.com,magnodownload,legit
6854,neobright.net,neobright,legit
6855,p5cupkden.suras-ip.com,suras-ip,legit
6856,thatadmusic.cu.cc,thatadmusic,legit
6857,uoneiidbgd.com,uoneiidbgd,dga
6858,yadegari4you.com,yadegari4you,legit
6859,hiropyfeha.com,hiropyfeha,legit
6860,1krakorakis.no-ip.org,no-ip,legit
6861,dolg.ikwb.com,ikwb,legit
6862,sanabotana.cu.cc,sanabotana,legit
6863,www.jarrete.qc.ca,jarrete,legit
6864,cpejcogzznpudbsmaxxm.com,cpejcogzznpudbsmaxxm,dga
6865,search.vmn.net,vmn,legit
6866,kbroado.com,kbroado,legit
6867,thebeaast.zapto.org,zapto,legit
6868,myfyjtg.co.cc,myfyjtg,dga
6869,xlnebpq.info,xlnebpq,legit
6870,fzzxkhmkfunhotpjmdoy.com,fzzxkhmkfunhotpjmdoy,dga
6871,caixa.gov.br,caixa,legit
6872,sniperhacker.no-ip.org,no-ip,legit
6873,jesusfountain.redirectme.net,redirectme,legit
6874,trinity-works.com,trinity-works,legit
6875,reiojcptodm.com,reiojcptodm,dga
6876,second-cake.ce.ms,second-cake,legit
6877,acidpear.jesais.fr,jesais,legit
6878,jolijewels.com,jolijewels,legit
6879,qisacugugu.com,qisacugugu,dga
6880,parsakit.vv.cc,parsakit,legit
6881,frode13371337.no-ip.biz,no-ip,legit
6882,3venezuelas.no-ip.org,no-ip,legit
6883,7d96648847.info,7d96648847,dga
6884,jfournier.gv.vg,jfournier,legit
6885,alysamb.net,alysamb,legit
6886,0risiko.de,0risiko,legit
6887,jeqasytetakah.com,jeqasytetakah,legit
6888,bvxtbuqmqxqlqej.biz,bvxtbuqmqxqlqej,dga
6889,neramven15.info,neramven15,legit
6890,mix.price-erotske.in.rs,price-erotske,legit
6891,clicknewark.org,clicknewark,legit
6892,tpercuqoaytwggxtadn.com,tpercuqoaytwggxtadn,dga
6893,knology.net,knology,legit
6894,edge.quantserve.com,quantserve,legit
6895,www.amazon.com,amazon,legit
6896,iowatelecom.net,iowatelecom,legit
6897,police13.rmvroadtest.com,rmvroadtest,legit
6898,thueringen.bdlo.de,bdlo,legit
6899,lookshit.info,lookshit,legit
6900,vhaygrpumrlmymcwkh.ru,vhaygrpumrlmymcwkh,dga
6901,gyicxefm.com,gyicxefm,dga
6902,findsubstantial.org,findsubstantial,legit
6903,spidermanshop.ru,spidermanshop,legit
6904,ponom.pl,ponom,legit
6905,1airygaming.no-ip.info,no-ip,legit
6906,logs.newdemoonlinecloud.com,newdemoonlinecloud,legit
6907,zxc.xiuxianju.cn,xiuxianju,legit
6908,enstromstudios.inter-state.com,inter-state,legit
6909,aohjvrewey.ru,aohjvrewey,dga
6910,qszkfvpfc.com,qszkfvpfc,dga
6911,paly.1788qvod.com,1788qvod,dga
6912,mixestudio.com,mixestudio,legit
6913,realdns.co.cc,realdns,legit
6914,www.fuckme.com,fuckme,legit
6915,onestopnow.cu.cc,onestopnow,legit
6916,www.thesundanceschool.com,thesundanceschool,legit
6917,hnnybcimmmma.com,hnnybcimmmma,legit
6918,gdang3.myftp.org,myftp,legit
6919,platform.rfnd.me,rfnd,legit
6920,fthmyvrefryk.com,fthmyvrefryk,dga
6921,woody-fudme.com,woody-fudme,legit
6922,odfgroup.com,odfgroup,legit
6923,cash.hi5fotos.info,hi5fotos,legit
6924,fvmwmasc.com,fvmwmasc,dga
6925,gllurecirqjdybfy.com,gllurecirqjdybfy,dga
6926,pnyrbptuxa.com,pnyrbptuxa,dga
6927,deamaya.com,deamaya,legit
6928,vengeance.duckdns.org,duckdns,legit
6929,mc.yandex.ru,yandex,legit
6930,cajikohinele.com,cajikohinele,legit
6931,pugeaqmrswtzxoa.com,pugeaqmrswtzxoa,dga
6932,rastars.no-ip.biz,no-ip,legit
6933,dcdtpewhb.com,dcdtpewhb,dga
6934,save4danny.no-ip.biz,no-ip,legit
6935,rhunseal.com,rhunseal,legit
6936,asusupdater.tk,asusupdater,legit
6937,air-internet.com,air-internet,legit
6938,xvxnkbhdkhvhrhee.com,xvxnkbhdkhvhrhee,dga
6939,01990.no-ip.org,no-ip,legit
6940,d3dnh500n.tk,d3dnh500n,dga
6941,dxfzsbmy.cz.cc,dxfzsbmy,dga
6942,www.slimvoid.net,slimvoid,legit
6943,crwhpjawtpjvgqidryf.com,crwhpjawtpjvgqidryf,dga
6944,jdautocentergyn.com.br,jdautocentergyn,legit
6945,gmx.de,gmx,legit
6946,lasveqas.cu.cc,lasveqas,legit
6947,thelostinnocence.com,thelostinnocence,legit
6948,clc-english.com,clc-english,legit
6949,fotyryz.info,fotyryz,legit
6950,ahtungarter22.ru,ahtungarter22,legit
6951,babahack.no-ip.biz,no-ip,legit
6952,lfmlvfmlgmmzmfsgpvnjduwlffmt.biz,lfmlvfmlgmmzmfsgpvnjduwlffmt,dga
6953,5cat.in,5cat,legit
6954,Zerovita.myftp.org,myftp,legit
6955,dokvf.com,dokvf,legit
6956,1462738298.httpwebmail.us,httpwebmail,legit
6957,busytech.co.cc,busytech,legit
6958,webzaps.com,webzaps,legit
6959,chcqubk.info,chcqubk,dga
6960,imrnuhxgqq.ru,imrnuhxgqq,dga
6961,isaac163.mooo.com,mooo,legit
6962,jesusmanwoohoo.no-ip.org,no-ip,legit
6963,d84a6a7a28.info,d84a6a7a28,dga
6964,www.ssmir8.com,ssmir8,legit
6965,androbeta.0pu.ru,0pu,legit
6966,ricumvrh.co.cc,ricumvrh,dga
6967,cmpsmarter-downloader.maynemyltf.netdna-cdn.com,netdna-cdn,legit
6968,mbgobstbmfwnyy.com,mbgobstbmfwnyy,dga
6969,sysdll.net,sysdll,legit
6970,1iba58twkdlfu1nlzwibfg66rs.org,1iba58twkdlfu1nlzwibfg66rs,dga
6971,adultagencyads.com,adultagencyads,legit
6972,34636b0b94.net,34636b0b94,dga
6973,seaqrchermetalechers.org,seaqrchermetalechers,legit
6974,yrctodbf.com,yrctodbf,legit
6975,deks.oplipsies.com,oplipsies,legit
6976,xicugojeovoq.kz,xicugojeovoq,dga
6977,ciluvekypomow.com,ciluvekypomow,legit
6978,og.doplimaxt.net,doplimaxt,legit
6979,jetmember.net,jetmember,legit
6980,krkoor.no-ip.biz,no-ip,legit
6981,uscreator.org,uscreator,legit
6982,kigutohigazem.com,kigutohigazem,legit
6983,danboy3669.no-ip.biz,no-ip,legit
6984,nivbfcx.org,nivbfcx,dga
6985,ntemegreto.ru,ntemegreto,legit
6986,download.ez-downloads.com,ez-downloads,legit
6987,170107e00507.weirden.com,weirden,legit
6988,NOBIEBOBHFAPIHDPHOAIIBEEKODIMBELMEEOMHEBMKKFJPGJPCHMPFIPAJICAMI.FAPIIACJLAFJOGIEFDCHOLKLEDOLHDBLKDELNDHLACKKDCNNGFANJFDMMEGMPEJ.MCDMLFDPLICCKLCFNO.ns1.msffncsi.com,msffncsi,dga
6989,7tno4hib47vlep5o.42k0b13.net,42k0b13,dga
6990,supanet.com,supanet,legit
6991,gvmxpwrivm.com,gvmxpwrivm,dga
6992,lupeiting.f3322.org,f3322,legit
6993,dennisserver.no-ip.org,no-ip,legit
6994,escalgsigedrqcvsbfh.com,escalgsigedrqcvsbfh,dga
6995,vanillaskyblockbuster.ru,vanillaskyblockbuster,legit
6996,nonglinna.on-ip.biz,on-ip,legit
6997,phayix.com,phayix,legit
6998,nurulicovy.com,nurulicovy,legit
6999,chaparri.org,chaparri,legit
7000,ololo.in,ololo,legit
7001,toxicvalentine.sytes.net,sytes,legit
7002,horonco.ka.hn,horonco,legit
7003,zizyhaqizod.com,zizyhaqizod,dga
7004,maazmedia.com,maazmedia,legit
7005,midwestga.com,midwestga,legit
7006,1463619697.net-testhdd.us,net-testhdd,legit
7007,chqhtvadefhgc.click,chqhtvadefhgc,dga
7008,jolvzvvrzg.ru,jolvzvvrzg,dga
7009,2reguo.no-ip.info,no-ip,legit
7010,cyzdaiiotn.org,cyzdaiiotn,dga
7011,att.com,att,legit
7012,4pred4torxx.no-ip.org,no-ip,legit
7013,decontacto.co.com.au,decontacto,legit
7014,karataselektronik.net,karataselektronik,legit
7015,uxhvvkwjptiupnhdafy.com,uxhvvkwjptiupnhdafy,dga
7016,1wz1im01n21avv1soj78g1afnlf4.net,1wz1im01n21avv1soj78g1afnlf4,dga
7017,installerappserver.com,installerappserver,legit
7018,searchdame.org,searchdame,legit
7019,qysudipiboza.com,qysudipiboza,dga
7020,solymutegyd.com,solymutegyd,legit
7021,1461884296.httplime.net,httplime,legit
7022,5server.citadel-x.com,citadel-x,legit
7023,gewebtest.cu.cc,gewebtest,legit
7024,gcjiayuan.cu.cc,gcjiayuan,legit
7025,hjuc.info,hjuc,legit
7026,vn2507.zapto.org,zapto,legit
7027,rona.longmusic.com,longmusic,legit
7028,dincputilub.com,dincputilub,legit
7029,3psychozerker.no-ip.biz,no-ip,legit
7030,cesnimda.no-ip.org,no-ip,legit
7031,1appierats.no-ip.info,no-ip,legit
7032,092607e0041f.weirden.com,weirden,legit
7033,xffrllsxdeualrdfs.com,xffrllsxdeualrdfs,dga
7034,fleismaht.com,fleismaht,legit
7035,hbyxpqjkm.com,hbyxpqjkm,dga
7036,amiramero.no-ip.org,no-ip,legit
7037,5darkcomit.no-ip.org,no-ip,legit
7038,zambi.info,zambi,legit
7039,ergomonitor.co.cc,ergomonitor,legit
7040,4.islamicmid.com,islamicmid,legit
7041,oipnyiwxxbd.pw,oipnyiwxxbd,dga
7042,zorberzorberzu.ru,zorberzorberzu,legit
7043,danasrat.com,danasrat,legit
7044,mahjvrrhsde.com,mahjvrrhsde,dga
7045,tivoqvrh.co.cc,tivoqvrh,dga
7046,0007317709.d017efaf.01.CB62B6FC968A4640BC00F834647BD52A.n.empty.1124.empty.5_1._t_i.ffffffff.empty.156.rc2.a4h9uploading.com,a4h9uploading,legit
7047,bint.dns05.com,dns05,legit
7048,mwsjitqbf.com,mwsjitqbf,dga
7049,searchmilk.org,searchmilk,legit
7050,disorganizeditscontribute.biz,disorganizeditscontribute,legit
7051,swtuvuibfapnited.com,swtuvuibfapnited,dga
7052,banner.9bravo.com,9bravo,legit
7053,www.marantz.jp,marantz,legit
7054,aiglon.ch,aiglon,legit
7055,poppers.mx.am,poppers,legit
7056,www.fwaterceast.com,fwaterceast,legit
7057,qubumicyz.com,qubumicyz,legit
7058,selfswipesingleuser.ru,selfswipesingleuser,legit
7059,b2abe4fba0.com,b2abe4fba0,dga
7060,dehosting.dmccint.com,dmccint,legit
7061,fqpwnmnytpiwsof.com,fqpwnmnytpiwsof,dga
7062,mufobapix.com,mufobapix,legit
7063,kworldgroup.com,kworldgroup,legit
7064,joonwalker.com,joonwalker,legit
7065,mystique.u2m.ru,u2m,legit
7066,borderspot.in,borderspot,legit
7067,amongr.osa.pl,osa,legit
7068,tradingscene.com.au,tradingscene,legit
7069,xynazetalomu.com,xynazetalomu,legit
7070,bigjohnsbeefjerky.com,bigjohnsbeefjerky,dga
7071,horiqomep.com,horiqomep,legit
7072,pmijhatmyt.com,pmijhatmyt,dga
7073,ethostraining.es,ethostraining,legit
7074,hzviquk.co.cc,hzviquk,dga
7075,535.9207969d825a1cf2888da62ee95e5588a728a1066e5220634f.ofi.method.in,method,legit
7076,1463526274.net-testhdd.us,net-testhdd,legit
7077,proak47.alwaysdata.net,alwaysdata,legit
7078,localhero.ns02.biz,ns02,legit
7079,uikxrwsewpwkbvya.com,uikxrwsewpwkbvya,dga
7080,vqbqbhlqmqgvsgjml.com,vqbqbhlqmqgvsgjml,dga
7081,track.v2.sslsecure5.com,sslsecure5,legit
7082,retisuqat.com,retisuqat,legit
7083,hubbywifeco.com,hubbywifeco,legit
7084,media.dvitvit.net,dvitvit,legit
7085,lucantaru.it,lucantaru,legit
7086,dvfw75w58kcex.centahost.com,centahost,legit
7087,www.pekalongan-community.com,pekalongan-community,legit
7088,asdsqrdduiv.com,asdsqrdduiv,dga
7089,trittou.no-ip.org,no-ip,legit
7090,yahtzee.hostmonarchy.com,hostmonarchy,legit
7091,heppishopdrm.ru,heppishopdrm,legit
7092,tuffindoor.com,tuffindoor,legit
7093,akdegirmen.com,akdegirmen,legit
7094,aobta.org,aobta,legit
7095,itracrions.pl,itracrions,legit
7096,google.com,google,legit
7097,giftwalla.com,giftwalla,legit
7098,mfsxlnoqvslcyfbl.com,mfsxlnoqvslcyfbl,dga
7099,sol.dk,sol,legit
7100,boarxvie.com,boarxvie,legit
7101,hjgdhj.nl.ai,hjgdhj,legit
7102,stan.mxp23.com,mxp23,legit
7103,www.paruvendu.fr,paruvendu,legit
7104,duvizazuz.com,duvizazuz,dga
7105,xxsryryvyfvirbp.com,xxsryryvyfvirbp,dga
7106,slurpkonijn.no-ip.org,no-ip,legit
7107,s0n.no-ip.biz,no-ip,legit
7108,distre.in,distre,legit
7109,imyqohawi.pl,imyqohawi,dga
7110,gmail.com,gmail,legit
7111,vilohezejybyz.com,vilohezejybyz,dga
7112,osdbtbbfyx.net,osdbtbbfyx,dga
7113,ortal.com.br,ortal,legit
7114,lajogitytudaxo.com,lajogitytudaxo,legit
7115,1jtxner1brnyzk1shbop3z0idf6.com,1jtxner1brnyzk1shbop3z0idf6,dga
7116,jbeqyjlvjqbmq.com,jbeqyjlvjqbmq,dga
7117,whitedevil112.no-ip.biz,no-ip,legit
7118,darkrai55.no-ip.biz,no-ip,legit
7119,dyakoluqman.no-ip.biz,no-ip,legit
7120,sincsys.com,sincsys,legit
7121,ec05.net,ec05,legit
7122,marihuqavigyt.com,marihuqavigyt,legit
7123,esbook.com,esbook,legit
7124,4sreyell518.no-ip.biz,no-ip,legit
7125,www.digicert.com,digicert,legit
7126,hbdfhdh.coom.in,coom,legit
7127,steamcommunity.com,steamcommunity,legit
7128,superoptimizers.info,superoptimizers,legit
7129,tacoapp.cu.cc,tacoapp,legit
7130,gorgeonline.com,gorgeonline,legit
7131,tlswhdco0306.myvnc.com,myvnc,legit
7132,udeforex.com,udeforex,legit
7133,1462778208.incom-softpro.in,incom-softpro,legit
7134,coolkidslearn.com,coolkidslearn,legit
7135,www.google.cn,google,legit
7136,kndata.com,kndata,legit
7137,eboahmad.zapto.org,zapto,legit
7138,ns1server.co.uk,ns1server,legit
7139,rar123456789.no-ip.org,no-ip,legit
7140,zagyzeduhyb.com,zagyzeduhyb,dga
7141,lwzyzsqkhjkqhomc.ru,lwzyzsqkhjkqhomc,dga
7142,cdqvfoezutpworgjg.com,cdqvfoezutpworgjg,dga
7143,btopenworld.com,btopenworld,legit
7144,catalogs-222130.com,catalogs-222130,legit
7145,uiixjwxqqbaowfuz.ru,uiixjwxqqbaowfuz,dga
7146,parusnad.ru,parusnad,legit
7147,cpugvsnhyrueqcyxnvo.com,cpugvsnhyrueqcyxnvo,dga
7148,dehkxyfetg.org,dehkxyfetg,dga
7149,wudicofez.com,wudicofez,legit
7150,skyfinearts.com,skyfinearts,legit
7151,gawezevahu.com,gawezevahu,dga
7152,www.googleadservices.com,googleadservices,legit
7153,dpucogme.com,dpucogme,legit
7154,topex.ro,topex,legit
7155,report22new.com,report22new,legit
7156,softdns.co.cc,softdns,legit
7157,kupeqobujohaq.com,kupeqobujohaq,legit
7158,best-arts-2010.com,best-arts-2010,legit
7159,boersenkeller-frankfurt.de,boersenkeller-frankfurt,legit
